Elements;qsort;microSec;10;50;150;3;rand;random;0
11;0
61;0
111;6
161;4
211;3
261;4
311;5
361;5
411;5
461;5
511;5
561;5
611;5
661;6
711;6
761;6
811;6
861;6
911;5
961;6
1011;6
1061;6
1111;6
1161;6
1211;6
1261;6
1311;6
1361;6
1411;6
1461;7
1511;6
1561;6
1611;7
1661;6
1711;7
1761;6
1811;6
1861;6
1911;7
1961;7
2011;6
2061;7
2111;6
2161;6
2211;7
2261;6
2311;7
2361;7
2411;7
2461;7
2511;7
2561;7
2611;8
2661;7
2711;7
2761;7
2811;7
2861;7
2911;7
2961;7
3011;7
3061;7
3111;7
3161;7
3211;7
3261;7
3311;7
3361;7
3411;7
3461;7
3511;7
3561;7
3611;7
3661;7
3711;7
3761;7
3811;7
3861;7
3911;7
3961;7
4011;7
4061;7
4111;7
4161;7
4211;7
4261;7
4311;7
4361;7
4411;7
4461;7
4511;8
4561;7
4611;7
4661;7
4711;7
4761;8
4811;7
4861;8
4911;7
4961;8
5011;8
5061;7
5111;8
5161;8
5211;7
5261;7
5311;8
5361;8
5411;7
5461;7
5511;8
5561;8
5611;7
5661;8
5711;8
5761;8
5811;8
5861;8
5911;8
5961;8
6011;8
6061;8
6111;8
6161;8
6211;8
6261;8
6311;8
6361;9
6411;8
6461;8
6511;8
6561;8
6611;9
6661;8
6711;9
6761;8
6811;8
6861;8
6911;8
6961;8
7011;8
7061;8
7111;8
7161;8
7211;8
7261;8
7311;9
7361;8
7411;9
7461;9
